time,user_id,product_id,belong_cate_lvl1_id,belong_cate_lvl2_id,belong_cate_lvl3_id,belong_cate_lvl1_name,belong_cate_lvl2_name,belong_cate_lvl3_name,href
2016-03-31 00:45:47,1EDAEDADD18E45DCAA6392A0DDC731FB,2776075,220,247,251,Sức khỏe & Làm đẹp,Trang điểm mặt,BB cream và CC cream,https://www.sendo.vn/san-pham/bb-cream-pink-glow-kiss-beauty-2776075/
2016-03-31 00:45:47,7A185E133C929575468EA7753FC69CD2,2832454,528,529,536,Phụ kiện công nghệ,Phụ kiện Điện thoại,"Cáp sạc, cáp truyền dữ liệu",https://www.sendo.vn/san-pham/cap-sac-samsung-note-3-zin-bh-3thang-2832454/
2016-03-31 00:45:54,AEB5806493168E47FD24294B39B61406,2616547,1458,1459,1463,Đồ chơi,"Hoạt động ngoài trời, pinic","Leo núi, cắm trại",https://www.sendo.vn/san-pham/dao-xep-hinh-the-atm-2616547/
2016-03-31 00:46:02,9ED7ED61C2E9D4F3D8D7B7103C5A4ABE,2213217,1686,1687,1777,Giày dép,Giày nữ,Giày sneaker nữ,https://www.sendo.vn/san-pham/giay-the-thao-luoi-nu-2213217/?trackid=2213217&utm_source=google&utm_medium=cpc&utm_content=2213217&utm_campaign=dpa_sendo_giaydep_giaynu_giaysneakern&gclid=CPfOwbf76MsCFRSPfgoddcwFWg
2016-03-31 00:46:03,CD83D28AC6B714C19030C8A1AC28BEDD,2082656,1686,1689,1784,Giày dép,Giày nam,Giày sneaker nam,https://www.sendo.vn/san-pham/giay-nam-nike-new-ms-00525-2082656/
2016-03-31 00:46:08,8DE5DF31DA88F97E20BCECEE64EBAF4F,2551961,8,695,697,Thời trang nữ,"Set trang phục, jumpsuit",Áo và quần dài,https://www.sendo.vn/san-pham/set-nguyen-bo-ao-peplum-co-v-yktj528-2551961/
2016-03-31 00:46:15,7A185E133C929575468EA7753FC69CD2,2832454,528,529,536,Phụ kiện công nghệ,Phụ kiện Điện thoại,"Cáp sạc, cáp truyền dữ liệu",https://www.sendo.vn/san-pham/cap-sac-samsung-note-3-zin-bh-3thang-2832454/
2016-03-31 00:46:20,D7FF06CA2F1770702298D85D02DB7975,2847190,1722,1723,1732,Túi xách,Túi xách nữ,Túi đeo chéo nữ,https://www.sendo.vn/san-pham/tui-xach-channel-2016-2847190/
2016-03-31 00:46:21,BCFF7428655CC1C5F376F85D9CD95939,2578212,604,607,636,Không gian sống,"Quà tặng, hàng thủ công",Bật lửa,https://www.sendo.vn/san-pham/hop-dung-thuoc-la-kiem-bat-lua-focus-loai-2-2578212/
2016-03-31 00:46:22,CCAF8561C5691E1D65FA392050CBE92B,2616547,1458,1459,1463,Đồ chơi,"Hoạt động ngoài trời, pinic","Leo núi, cắm trại",https://www.sendo.vn/san-pham/dao-xep-hinh-the-atm-2616547/
2016-03-31 00:46:26,1307BDA1821E807C3EBAB9DE6D41A934,2167813,1686,1689,1784,Giày dép,Giày nam,Giày sneaker nam,https://www.sendo.vn/san-pham/dc005-giay-thoi-trang-han-quoc-posa-2167813/?trackid=2167813&utm_source=google&utm_medium=cpc&utm_content=2167813&utm_campaign=dpa_sendo_giaydep_giaynam_giaysneakerna&gclid=CPmZhdf76MsCFYUrvQodq7EE3A
2016-03-31 00:46:29,FF976BFD41D054C63262C90E2623FC8B,2120706,8,18,648,Thời trang nữ,Quần nữ,Quần kaki,https://www.sendo.vn/san-pham/quan-nu-thoi-trang-co-gian-chat-dep-q330-2120706/?trackid=2120706&utm_source=google&utm_medium=cpc&utm_content=2120706&utm_campaign=dpa_sendo_thoitrangnu_quannu_quankaki&gclid=CLz5qdr76MsCFRcfaAodNBwFPg
2016-03-31 00:46:37,27BBF0707A498B61DD615534B0CD0FEF,1993581,220,272,274,Sức khỏe & Làm đẹp,Nước hoa,Nước hoa nam,https://www.sendo.vn/san-pham/dang-cap-dan-ong-dich-thuc-voi-nuoc-hoa-royal-eau-de-parfum-104-1993581/
2016-03-31 00:46:38,7A185E133C929575468EA7753FC69CD2,2832454,528,529,536,Phụ kiện công nghệ,Phụ kiện Điện thoại,"Cáp sạc, cáp truyền dữ liệu",https://www.sendo.vn/san-pham/cap-sac-samsung-note-3-zin-bh-3thang-2832454/
2016-03-31 00:46:38,BD16C509C243E7C90234E9F388F87F92,1218813,1366,1367,1368,Đồng hồ,Đồng hồ nam,Đồng hồ thể thao,https://www.sendo.vn/san-pham/dong-ho-chong-nuoc-unisex-ohsen-al33-1218813/
